titulo,descripcion,solucion,categories,resumen
Solicitud de acceso Sala de Operación,"Muy buen día Por medio del presente, informo que el Depto. de Abastecimientos, cuenta con una tarjeta para accesar a la Sala de Operación y poder atender diversos requerimientos y o solicitudes por su personal, sin embargo, recién nos percatamos que la tarjeta no nos permite accesar, por lo que solicito amablemente la reactivación de la misma. Tarjeta 00442 11343228-1A Agradezco de antemano la atención brindada, y quedo atenta a la atención de este requerimiento. Un cordial saludo.  ""ec97c88ef166501f86503572a354b331""",,SEGURIDAD INFORMATICA,"Based on the text, here's an analysis:

1. Purpose of the Document:
- A request for access to the Operation Room
- Specifically, reactivating an access card for"
30ac7e0755c6ab34e7820077b1501bbb horario automatico en A C Confort 3er Piso,"Configurar horario automatico en A C Confort 3er Pisoencendido día laboral: auto on 10:00, autooff 18:00fin de semana: apagado. ",,INFRAESTRUCTURA BASICA Y DE SERVICIOS PROPIOS,"I apologize, but there seems to be no actual file or content uploaded for me to analyze. The text you've provided appears to be a title and description about configuring an automatic schedule for an"
ff5627e7d2306fe603a1390c2f2eb268 -SCP Realizar pruebas de 73320 con 087fa73061080148157148f3231a8d08 ….. 2marzo,"Favor de realizar pruebas operativas !verificar que lleguen los cambios en ambos sistemas Cada señal probada , favor de liberar en el SAPPSE !Muchas gracias  De: 67eca224612fb32f731f3d259677861d ROCHA BREMONT Enviado: martes, 17 de enero de 2023 04:50 p. m.Asunto: RV: PROGRAMA ACT LT 73320 PARA 98f5dd1213af2ccb8c3a196b05621c5d,Enviamos programa de actividades correspondiente a la ac11cf858c41905c20870083bc7eded7, para las pruebas de señales de la bahía del 73320 S.E. Culiacán Potencia (SCP) por trabajos de modernización del tablero b07bfda735deca3d58e0a1349f4b2bf3, en el cual se solicita de su apoyo para la integración de puntos en MAESTRAS de la f34f1c65d873e64c87425c5a9a3b25d4 y GCRNO. Solicitando de manera relevante lo siguiente: 73320 SCP-             Cargado de información de puntos 73320 SCP en MAESTRA GCRNO el día martes 21 de febrero.-             Cargado de información de puntos 73320 SCP en MAESTRA f34f1c65d873e64c87425c5a9a3b25d4 el día martes 21 de febrero.-             Pruebas de alarmas y mandos bahía 73320 SCP con GCRNO el día 02 de marzo.-             Pruebas de alarmas y mandos bahía 73320 SCP  con f34f1c65d873e64c87425c5a9a3b25d4 el día 02 de marzo. Se anexa programa de trabajo Quedamos en espera de su confirmación y apoyo    De: 32c40043312de4b0449613d03ab0bbc7 CAMERGAN  Enviado el: martes, 17 de enero de 2023 10:33 a. m.Asunto: PROGRAMA ACT LT 73320 PARA 2712bc64359d0e08854377e18f66629f Buenos Dias c4812d9c4c542f24fb5db0057082d67c, Envio programa para los trabajos futuros para la sustitución del tablero b07bfda735deca3d58e0a1349f4b2bf3 de la fd2fabf9333606c9f4d5a3c95695585c para tu apoyo en gestionar ante el 2712bc64359d0e08854377e18f66629f para los trabajos de cargado base de datos y pruebas ,quedo atento y gracias de antemano,saludos.",,ADTR SP7 > SCADA,"Based on the text, this appears to be an email communication about performing operational tests and system integration for a specific electrical substation (73320 SCP - Culiacán Potencia)"
"SIFOMED, c33cc35212b5c033b3c28f7494acc9f9 el cargado de la liquidación","SIFOMED, c33cc35212b5c033b3c28f7494acc9f9 el cargado de la liquidación en el caso de existir errores en los catálogos y en el caso de seleccionar una fuente de medición fuera del estándar.    ""ec97c88ef166501f86503572a354b331""",,INTRANET Y SOPORTE DE APLICACIONES,"I apologize, but the text you provided appears to be a fragment or a partially encoded message that does not provide clear, readable information. The text contains:

- A title mentioning """
"SIFOMED, Implementar interfaz para reportar el estado de la formalización","SIFOMED, Implementar interfaz para reportar el estado de la formalización en SIFOMED y automatizar el reporte al DM UOC. - Agregar bitácora de comentarios- Checkbox de formalizado- Carga del archivo firmado y escaneado del F05- Guardar reporte mensual    ""ec97c88ef166501f86503572a354b331""",,INTRANET Y SOPORTE DE APLICACIONES,"Based on the provided information, here's an analysis of the task:

Project: SIFOMED (Sistema de Información de Formalización Médica)

Objective:"
Falla en servicio de transferencia de diagramas unifilares al Q,"Reporta . 61a2bebd5df5c6e21f1944f91fa5d9e5 que no se encuentra actualizado el diagrama unifilar de 4a8e857f2b1c447d75d1ddbd5f4c1221""",,INTRANET Y SOPORTE DE APLICACIONES,"I noticed that the text appears to be a technical issue report related to electrical diagrams, but some elements seem to be encoded or anonymized (like the hexadecimal identifiers). Without additional"
Re: Cambio de Asignación de usuario - Licencia Auto CAD,"e355ec3b68d0fffc37d181f2da9d2fa3, buen día Para que me apoyes con la reasignación que están solicitando los compañeros de Peninsular. 01968c95afc87730d599a47da3ebb5e4  ""ec97c88ef166501f86503572a354b331""  De: 3b37977569d02677ab881facb0599845: miércoles, 22 de febrero de 2023 10:53 a. m.Para: d8ea5ea27d15d34dfd0f34165d549b48: c44688b5061756b3cca2b86c016a1535 e355ec3b68d0fffc37d181f2da9d2fa3 Sanchez Castillo Asunto: Cambio de Asignación de usuario - Licencia Auto CAD Que tal . Buen día el motivo del siguiente correo es para solicitar un cambio en la asignación de licencias de Auto CAD. Remover a  ""bb9007252ad372391e48d3592c657ab7"" 9a899939a380692bff6838bfd8a85323      Asignar a ""63642a7acba9c4e0e23fd4b4fabb1bf0""  7def9444448c0bd0089295fbd4177b12  Saludos y muchas gracias de antemano.    De: c44688b5061756b3cca2b86c016a1535 e355ec3b68d0fffc37d181f2da9d2fa3 Sanchez Castillo Enviado: martes, 21 de febrero de 2023 09:34 a. m.Para: 7ca6c497b4c73df5538f006fa23cbe61: RV: Oficio No. 2712bc64359d0e08854377e18f66629f DOPS-SO-GCRNO-STIC 0037 2023, d876b020a61952e7bffb5e673d7bafa9 a Requerimientos de Software Diverso para 2023. Buen dia Julian, Te remito el correo del cambio de la licencia de Autocad de fe4d6571b66cc79f6f06a7a4162beb8b a c16c3be9dc81ce9bea36359067956227. Saludos, c44688b5061756b3cca2b86c016a1535.  De: 88f3a51029349337868d02b32b790768  Enviado el: viernes, 27 de enero de 2023 04:34 p. m.Para: c44688b5061756b3cca2b86c016a1535 e355ec3b68d0fffc37d181f2da9d2fa3 Sanchez Castillo CC: Ileana del Carmen Leon Gutierrez ; cd4b71e186da3337b4b3d6cabb2f5227: RV: Oficio No. 2712bc64359d0e08854377e18f66629f DOPS-SO-GCRNO-STIC 0037 2023, d876b020a61952e7bffb5e673d7bafa9 a Requerimientos de Software Diverso para 2023. c44688b5061756b3cca2b86c016a1535 Saludos y buen día Remito para conocimiento. 237547dd51cfe0dd98c0e7384db86102 la atención y quedo a sus órdenes para cualquier duda o aclaración.  De: 9735ed43b3ccdaa5a0c93228f259bd1d: viernes, 27 de enero de 2023 03:08 p. m.Para: 88f3a51029349337868d02b32b790768 ; d4f445af0a30836936f208948c754770 ; 00106a561201e579bda36356fd677d16 ; 9144f6ea237484bb7582cd0cc4796fdd ; 179018986ea4085d9e01896c96f2bf8a. 2712bc64359d0e08854377e18f66629f DOPS-SO-GCRNO-STIC 0037 2023, d876b020a61952e7bffb5e673d7bafa9 a Requerimientos de Software Diverso para 2023. Buenas Tardes Eve,  La licencia de Toad Oracle ya NO se requiereLa licencia de AUTOCAD asignada a 20e3a5a7b05e910bb2d40fe79f87d3c4 favor de reasignar en PCs de Operador (en su momento, se gestionará una licencia VISIO para el Depto. Entrenamiento)Se solicita la asignación de una licencia Acrobat Pro a 20e3a5a7b05e910bb2d40fe79f87d3c4, una para 4d0580deca4a2291ef7e5753db490596    “La información contenida en este correo electrónico, así como, en su caso, el contenido de los documentos que se adjuntan, está destinada únicamente a la persona o entidad a quien va dirigida y puede contener información confidencial o reservada, en términos del marco jurídico aplicable en materia de transparencia, acceso a la información y protección de datos personales.　Si usted ha recibido este mensaje por error, no está autorizado para copiarlo, retransmitirlo, utilizarlo o divulgarlo total o parcialmente ni, en su caso, los archivos adjuntos, por lo que deberá eliminarlo de forma inmediata, e informarlo al remitente.　El 2712bc64359d0e08854377e18f66629f no garantiza la integridad o seguridad del presente correo, ni se responsabiliza de posibles perjuicios derivados de la recepción total o parcial del mismo; o del potencial riesgo de que contenga virus o cualesquiera otros programas maliciosos o manipulaciones efectuadas por terceros.”    ""ec97c88ef166501f86503572a354b331"" ","Se agregó usuario, pero no hubo licencias disponibles. 7535d023f058d5eb28d41ab3869782b9 hizo reasignación de otro usuario para solventarlo.",SEGURIDAD INFORMATICA,"This appears to be an email thread about reassigning AutoCAD licenses between different users or departments. Here are the key points:

1. The email is requesting a change in AutoCAD license"
RV: Falla en Publicación de Diagramas Unifilares," Error en la transferencia de archivos de diagramas unifilares    De: b251701eeea3042c7817347fd0d6bfb6  Enviado: viernes, 3 de marzo de 2023 11:25 a. m.Para: 1f838b4e6464b6832e915a4b7da91230 ; 5362248828028bf4a8333a80830d8d7a de Diagramas Unifilares Error en Transferencia de Archivos03 03 2023 Ocurrio un error: No existe directorio local z:\ ""ec97c88ef166501f86503572a354b331""",,ADTR SP7 > SCADA,"Based on the provided error message, here's an analysis:

1. Error Context:
- Related to file transfer of Unifilar (Single-Line) Diagrams
-"
1423762204c176df9f5438d0b069df8c TRABAJO REVISAR 5fa9321d458084a645658ba50483078d EN 7dd01e0e02c1c186ba253dd4e0ff53ba JESUS MARTINEZ NALON,Favor de revisar cableado Teléfono-PC y Monitores en bd41283f290f7ee66eb3f4601b70a182 de 6e84676f78603cfbda1171024be07f5e.Ordenar cableado.Asegurar que mantiene conectividad.**coordinarse con personal del departamento de SPEO para no quitarle acceso en caso de estar conectado por vpn,,COMPUTO Y PERIFERICOS,"I'll help analyze this work order/task notification:

Title Components:
- Work order identifier: 1423762204c176df9f5438d0b069df8c"
eec1410b000840f1b6f843da424d1f40 DE TRABAJO ||   SE- SSA Configurar señales  DAG1SSA… activar 7Marzo,"Favor de configurar las señales en ambos SCADAsRealizar pruebas operativas    De: 67eca224612fb32f731f3d259677861d ROCHA BREMONT Enviado: miércoles, 1 de marzo de 2023 04:39 p. m.Para: b992f199bb99f13913eb56e05312a607: 1f838b4e6464b6832e915a4b7da91230 ; b5941d3ac8cb0580cf534b333ed214c4 ; 4dce6908fe8a2bad9676bd19ef599c28 ; c0da6f5e2defc45fba1c5f2b2d9aca91 ; 026e1f45ea326de424184c2f092a64eb ; 45c3b01ca1276e1866c10fb3a2c68ba1 ; 4aaa9d7574f26c69cef37f193e04c513 ; 46bad7e9518ec97f50d40999275aa9ff ZARATE LANGURE ; bb3c4e7e713a9d4bc1d3864c18db9b61 ; 7f88dcd3b8c66a4e0064e44c71458d31 ; 8838e305474b963602caa5ce75108f95 ; 638fa6c4d0e51c997d909822fc3a9db0 ; 3dcd1ba97abf3c88154edc286d52a16f ; e0d37210aeabff0284d181df35b84f47 PACHECO AVALOS Asunto: Oficio 715d0126724e58bb36dfadf0b7cb5fdc 027 2023 referente a ""8f46c95c3bea297ff23949f495743872"".  PRECAUCIÓN: Este correo es de un a59714fc3bf0c03fc1cedc4907510525 EXTERNO al 2712bc64359d0e08854377e18f66629f.  No des clic a los enlaces, no abras archivos adjuntos,  no envíes información o marques a teléfonos sugeridos, a menos que reconozcas al a59714fc3bf0c03fc1cedc4907510525 y, por lo tanto, sepas que el contenido es seguro. Buenas tardes Se envía programa de actividades correspondiente a la ZT Norte, para las pruebas de las señales digitales del Esquema de Acción Remedial DAG1SSA CFV Puerto Peñasco, en el cual se solicita de su apoyo para la integración de puntos en MAESTRAS de la ZOT HMO y GCRNO. Solicitando de manera relevante lo siguiente:  EAR DAG1SSACargado de información de puntos DAG1SSA en MAESTRA GCRNO el martes 07 de marzo.Cargado de información de puntos DAG1SSA en MAESTRA ZOT HMO el martes 07 de marzo.Pruebas de alarmas, mandos y señales analógicas bahía DAG1SSA con GCRNO los días 08 y 09 de marzo.Pruebas de alarmas, mandos y señales analógicas bahía DAG1SSA con ZOT HMO los días 08 y 09 de marzo. Quedamos en espera de su confirmación y apoyo Saludos cordiales     ""ec97c88ef166501f86503572a354b331""  De: 64a2fa0c75baf5a12d408005cb9136d2: martes, 28 de febrero de 2023 06:16 p. m.Para: 67eca224612fb32f731f3d259677861d ROCHA BREMONT ; e0d37210aeabff0284d181df35b84f47 PACHECO AVALOS ; 37876baafe07f583fe2a15e8dda6fb25 ESPINDOLA ZEPEDA ; a href=""b88019f080f5ccbecacce3c74b85bb83""86379a1bf8bc1051579f1997dc623a05  ; 0f29f8625f121493f05bdc93af172132 CANIZALEZ ; ALEJANDRO JIMENEZ DE LA PENA ; b901ea2701d16c3c97ae3b903d8615bb ; 026e1f45ea326de424184c2f092a64eb ; b5941d3ac8cb0580cf534b333ed214c4 ; c0da6f5e2defc45fba1c5f2b2d9aca91 ; 1802879c2ebcd479df77693978f20a9d ; b0b53d778a6bb39e59bb34885cc9b38a ; 3f348dabad390f271ffd15419bcf7b22 ; 046ed14de231ba4d105a17471404d966 ; a 1f724d9e59ccc7b1eece4fc218e76355  ; a 1f724d9e59ccc7b1eece4fc218e76355  Asunto: RV: Oficio 715d0126724e58bb36dfadf0b7cb5fdc 027 2023 referente a ""fab1e87ab649b10f881269169b342f97"".  Buenas tardes Referente al EAR RAG1SSA, les comparto una actualización del Paso 2, ya que será necesario cambiar de REDUCCION DE 3955540215b89a66e31b14c410f3152f (RAG) a DISPARO AUTOMATICO DE 3955540215b89a66e31b14c410f3152f (DAG)para evitar que el tiempo de operación del RAG no sea lo suficientemente rápido para evitar sobrecargas arriba del 50% en los ATs de SSA y que ocurra un posible disparo por 51. Agradezco su apoyo para ajustar esta definición en campo, e97c4861e2d2fbf7f2278c785855b4e3 de 2712bc64359d0e08854377e18f66629f informará si es necesario cambiar algún nombre derivado de esta nueva definición anexo tabla y diagrama lógico  saludos cordiales   . fb78c23b7971b6049c2020f0c57e698a y Estrategia Operativa Gerencia de Control Regional Noroeste 2712bc64359d0e08854377e18f66629f ""ec97c88ef166501f86503572a354b331"" De: e11330639116ba7bd41b13eccc6e2a28 Enviado: lunes, 30 de enero de 2023 12:18 p. m.Para: 665a31e20b8d7e2b118ecb98369d3d98 ; d8653e586e40db7194ed4644530094ff ; b901ea2701d16c3c97ae3b903d8615bb Asunto: Fwd: Oficio 715d0126724e58bb36dfadf0b7cb5fdc 027 2023 referente a ""fab1e87ab649b10f881269169b342f97"".   Para su conocimiento y consideración, saludos.  Obtener  Outlook para iOSDe: a946b50107b01fb89b3d17c7c48f3694, 2023 12:12:13 PMPara: 41bb4868629f1574b21cc1ea905b7518 ; 197fb6ea211332f765e095864ce4ea50 EROY 88affbaf41c6a1852df34a4843564ad8: 4bd2dedda8b2050130370aa9dcd2a5ec ; 78481259082d71387abb5460e9d5181c ; 8674f03b9d21fcd64e59d5d5555dfabe ; d5bc0884e050bdffc48a973c059863cd ; 41bb4868629f1574b21cc1ea905b7518 ; a href=""7874e2dce28052651240b8ec412759f0""cdd00a50105dca6ff6fd78e0d92be19c  ; a34d9886a9a3bf4d9878206b1a5581f2 ; 992a30c0b7ebba8dac5de0a2e9daaa90 ; e986442de3d52cac9f66d772e9c0aeb5 ; a2c136679c4159a7e517b4158f0725e5 ; 1840cd56b28af2561bf947c58a7c0f82 ; e03f11dd9acf7e84d4c9f1355d3e5b04 ; cd49d0100fc969c88e8bc14a253611be ; 8adde5073b1e21bee7d0bc061a44d5dc ; e11330639116ba7bd41b13eccc6e2a28 ; a href=""8fde303d36b0709ed51c5783458bc7c9""d36432a9e5821c030c9ccfc19b9cad08  Asunto: Oficio 715d0126724e58bb36dfadf0b7cb5fdc 027 2023 referente a ""fab1e87ab649b10f881269169b342f97"".  . c115219ba4cb178442e1ff09c191810d . 389274b56f22590dcd91b34139e326d8 CFE EPS Generación III  Estimados ingenieros: Con un cordial saludo, por instrucciones del . 573876330e83b0b0eb9df37b410a09e1 -Encargado de la Subdirección de e97c4861e2d2fbf7f2278c785855b4e3 del 2712bc64359d0e08854377e18f66629f-, les envío el Oficio 715d0126724e58bb36dfadf0b7cb5fdc 027 2023 referente a ""fab1e87ab649b10f881269169b342f97"".  Les agradezco deseando que tengan excelente tarde.  Se solicita se envíe el acuse de recibido a este correo electrónico, a más tardar al día hábil siguiente al de la notificación; de no recibirse en el plazo señalado, se tendrá por legalmente practicada la notificación.     ",,ADTR SP7 > SCADA,"Based on the email content, here are the key points:

1. Purpose:
- Configure digital signals for the DAG1SSA Remedial Action Scheme (EAR)"
eec1410b000840f1b6f843da424d1f40 DE TRABAJO ||   SE-PNO Configurar señales DIGITALIZACION 73630  … activar 7Marzo ,"Favor de crear las señales en amos sistemasRealizar pruebas       De: 67eca224612fb32f731f3d259677861d ROCHA BREMONT Enviado: lunes, 20 de febrero de 2023 05:10 p. m.Para: b992f199bb99f13913eb56e05312a607: 172eb995d6c774c5222d5ba156404581 ; ae11badee127d1e1f8e7d3faa35f3e53 ; b5941d3ac8cb0580cf534b333ed214c4 ; c0da6f5e2defc45fba1c5f2b2d9aca91 ; 4dce6908fe8a2bad9676bd19ef599c28 ; e0d37210aeabff0284d181df35b84f47 PACHECO AVALOS ; MARCO POLO GRAJEDA NAVARRO ; FRANCISCO c82bed951e93767b95ba2ffbfcf27b60 ; 45c3b01ca1276e1866c10fb3a2c68ba1 ; 1f838b4e6464b6832e915a4b7da91230 ; fabe2ab168cf5482cb57524bfd6b6a00 ENRIQUE BARRIOS GARCIA ; 172eb995d6c774c5222d5ba156404581 ; ae11badee127d1e1f8e7d3faa35f3e53 ; 90813cb3e40378044c7bbb6bbb85f0d7: RV: programa de pruebas de puntos con despachos por 8cf132a47031ed5e9e4a126b077dd090 Y PP2 LT 93630 SE. PNO.  PRECAUCIÓN: Este correo es de un a59714fc3bf0c03fc1cedc4907510525 EXTERNO al 2712bc64359d0e08854377e18f66629f.  No des clic a los enlaces, no abras archivos adjuntos,  no envíes información o marques a teléfonos sugeridos, a menos que reconozcas al a59714fc3bf0c03fc1cedc4907510525 y, por lo tanto, sepas que el contenido es seguro. Buenas tardes Envió el programa de actividades correspondiente a la c14fbdf26c52d000eca84dc0eb1c2a60, para las pruebas de las señales digitales de bahía de la línea 93630 por modernización de los esquemas de protección de la línea, en el cual se solicita de su apoyo para  tramitar ante los despachos la integración de puntos en MAESTRAS de la ZOT OBR y GCRNO.  93630 PNOCargado de información de puntos 93630 PNO en MAESTRA GCRNO el martes 07 de marzo de 43beae9dbf3f824c025ed237f1b48b7b de información de puntos 93630 PNO  en MAESTRA ZOT SSR el martes 07 de marzo de 2023.Pruebas de alarmas y mandos bahía 93630 PNO  con GCRNO el día 14 de marzo de 2023.Pruebas de alarmas y mandos bahía 93630 PNO con ZOT OBR el día 14 de marzo de 2023.  Saludos cordiales  93630 PNOCargado de información de puntos 93630 PNO en MAESTRA GCRNO el martes 07 de marzo de 43beae9dbf3f824c025ed237f1b48b7b de información de puntos 93630 PNO  en MAESTRA ZOT SSR el martes 07 de marzo de 2023.Pruebas de alarmas y mandos bahía 93630 PNO  con GCRNO el día 14 de marzo de 2023.Pruebas de alarmas y mandos bahía 93630 PNO con ZOT OBR el día 14 de marzo de 2023. Se envía diagrama en autocad con la actualización del cambio de relevadores PP1 DE 87L A 85L en el caso de la PP2 quedan las mismas funciones.  Por lo que se requiere dar trámite a los siguientes puntos en SAPPSE 2 ya que se tendrán que cambiar  de consola por la actualización de relevadores. PP1  PP2     En sappse 1 también ya se dieron de alta dichos puntos correspondientes. Los trabajos son con la licencia local # 4111 coordinada con la solicitud mandante número #fee8f3b0829af8d937a67d17a8c74d8c con fecha del 06 al 17 de marzo del 2023  Saludos y pendientes a sus comentarios   SALUDOS Y PENDIENTES AARON. Archivo adjunto no válido: pno_prot-nov-22-85l-93630.dwg (application octet-stream)",,ADTR SP7 > SCADA,"Here's an analysis of the email:

Key Details:
- Subject: Configuration of Digital Signals for Line 93630 SE-PNO
- Date Sent: February"
"eec1410b000840f1b6f843da424d1f40 DE TRABAJO ||   SE-COC Configurar señales DIGITALIZACION 73580  … activar 7Marzo  ,  probar 8y9 marzo","Favor de crear señales en ambos sistemasRealizar pruebas operativas      De: 88e14dd1df379fc59fb4f1f5d0ec1640 BREMONT Enviado: viernes, 24 de febrero de 2023 05:29 p. m.Para: b992f199bb99f13913eb56e05312a607: 172eb995d6c774c5222d5ba156404581 ; ae11badee127d1e1f8e7d3faa35f3e53 ; b5941d3ac8cb0580cf534b333ed214c4 ; c0da6f5e2defc45fba1c5f2b2d9aca91 ; 4dce6908fe8a2bad9676bd19ef599c28 ; e0d37210aeabff0284d181df35b84f47 PACHECO AVALOS ; MARCO POLO GRAJEDA NAVARRO ; FRANCISCO c82bed951e93767b95ba2ffbfcf27b60 ; 45c3b01ca1276e1866c10fb3a2c68ba1 ; 1f838b4e6464b6832e915a4b7da91230 ; fabe2ab168cf5482cb57524bfd6b6a00 ENRIQUE BARRIOS GARCIA ; ae11badee127d1e1f8e7d3faa35f3e53 ; 90813cb3e40378044c7bbb6bbb85f0d7: PROGRAMA DIGITALIZACION 73580 COC.xlsx PRECAUCIÓN: Este correo es de un a59714fc3bf0c03fc1cedc4907510525 EXTERNO al 2712bc64359d0e08854377e18f66629f.  No des clic a los enlaces, no abras archivos adjuntos,  no envíes información o marques a teléfonos sugeridos, a menos que reconozcas al a59714fc3bf0c03fc1cedc4907510525 y, por lo tanto, sepas que el contenido es seguro. Buenas tardes Envió el programa de actividades correspondiente a la c14fbdf26c52d000eca84dc0eb1c2a60, para las pruebas de las señales digitales de bahía de la línea 73580 de la Subestación Cuidad Obregón Cuatro, en el cual se solicita de su apoyo para  tramitar ante los despachos la integración de puntos en MAESTRAS de la ZOT OBR y GCRNO. 73580 COCCargado de información de puntos 73580 COC  en MAESTRA GCRNO el martes 07 de marzo de 43beae9dbf3f824c025ed237f1b48b7b de información de puntos 73580 COC  en MAESTRA ZOT SSR el martes 07 de marzo de 2023.Pruebas de alarmas y mandos bahía 73580 COC  con GCRNO los días 08 y 09 de marzo de 2023.Pruebas de alarmas y mandos bahía 73580 COC  con ZOT OBR los días 09 y 10 de marzo de 2023.  Quedamos en espera de su confirmación y apoyo Saludos cordiales  De: 172eb995d6c774c5222d5ba156404581  Enviado el: viernes, 24 de febrero de 2023 02:33 p. m.Para: 88e14dd1df379fc59fb4f1f5d0ec1640 BREMONT CC: e0d37210aeabff0284d181df35b84f47 PACHECO AVALOS ; ae11badee127d1e1f8e7d3faa35f3e53 ; 92ad0e01e839d92fc0e045924a8ad1c0 ; acecf287fafc574764b77525fe4674f8 ; MARCO POLO GRAJEDA NAVARRO ; fabe2ab168cf5482cb57524bfd6b6a00 ENRIQUE BARRIOS GARCIA ; ERIK ANDREY FREGOSO FRANCO Asunto: PROGRAMA DIGITALIZACION 73580 COC.xlsxImportancia: Alta Buenas tardes.                            Envío programa de actividades para la digitalización de bahía 73580 COC para su seguimiento Saludos cordiales   ""ec97c88ef166501f86503572a354b331""",,ADTR SP7 > SCADA,"Based on the content, here's a summary analysis:

1. Subject: Digital Signal Configuration for Substation 73580 (Ciudad Obregón Cuatro)

2."
eec1410b000840f1b6f843da424d1f40 DE TRABAJO ||   CE-FPP Configurar señales  DAG y RAG   … activar 7Marzo,"Favor de crear señales en ambos SCADAs de la CE-FPP -     Activar 7marzo  De: 8107575cd47ffa0d1bfe897554bc14ea: viernes, 3 de marzo de 2023 08:46 a. m.Para: b992f199bb99f13913eb56e05312a607: c0da6f5e2defc45fba1c5f2b2d9aca91 ; 026e1f45ea326de424184c2f092a64eb ; c1c953bc08afdaf838f12a901170039a - FPP (Central Fotovoltaica Puerto Peñasco) Bahía 50000 - El 010ae3322f8b1c1b27bb666a12776cc6 ha concluido la edición, direccionamiento y pruebas Preoperativas Están correctas. Saludos ¡    De: 516cf986ad0d9c486a336636d8089c8e: jueves, 2 de marzo de 2023 05:17 p. m.Para: c378138c06cf2689112a4c7c3eb9b247 Santa Cruz CC: c0da6f5e2defc45fba1c5f2b2d9aca91 ; 026e1f45ea326de424184c2f092a64eb ; b7117a3edce85f107f1342770367a4c4: RV: SAPPSE - FPP (Central Fotovoltaica Puerto Peñasco) Bahía 50000 - El 010ae3322f8b1c1b27bb666a12776cc6 ha concluido la edición, direccionamiento y pruebas Preoperativas . 50e03aa5228e6116cf1960196506e541 confirmando !!  el nombre de las señales, si es correcto ?  El 010ae3322f8b1c1b27bb666a12776cc6,34848f3669610060fa1cf03eb6438bf7, ha concluido la edición, direccionamiento y pruebas Preoperativas de la siguiente información de la orden de trabajo programado Bahia 50000 PS20230228-39508 con fecha de puesta en servicio 28 02 2023, para la bahía 50000 de la Subestación FPP (Central Fotovoltaica Puerto Peñasco) de la zona SPTNP perteneciente al integrante de la industria eléctrica GIII-Termo. Favor de integrar los puntos en la maestra SCADA:DIGITALESINDEX01INDICACIONCONTROLTRIPCLOSEOBSERVACIONESPR-RAG00 50 MW RAG FPP115NormalOperadaSencillaNO   CT-RAG00 RAG FPP EDO114FueraEn Opera SencillaNO    3 2 2023 3:48 2cf138fd03f1f957059d56f44d63821d ,31eb38a78f5b29337b41dad9aafed404 ,7495f9072e1c68d0c211f7e90ca1d947 ,54e2a15757028147015d0198764a748c ,b40c8ffd97010a73774d4c1ac42cf2a7 ,e1919bcfac17eb64554b8fca099a6ee4 ,0208711d44e890d6fb74edd203a96c8c ,3f904050fb11dd50991177f71f8a799a  ",,ADTR SP7 > SCADA,This appears to be a work order or technical communication related to configuring signals for a photovoltaic power plant (Central Fotovoltaica Puerto Peñasco or FPP
1423762204c176df9f5438d0b069df8c TRABAJO Revisión de implementación EVA,Favor de revisar las configuraciones propuestas para la implementación de EVA. Esta solicitud ya trae la aprobación de la gerencia y subgerencia por lo que 26715b97bb082b3e92bd0ca56e26876b atento a tus comentarios para señalar los riesgos o afectaciones. ,Por parte del personal que desarrolla esta aplicacion piden se deje pendiente hasta nuevo aviso ya que el personal de la JUSI estara haciendo pruebas previas con el desarrollo para ver si es seguro.,ADTR SP7 > SCADA,"I apologize, but there seems to be incomplete or fragmented information in this document. The text appears to be a partial work-related communication about reviewing EVA (possibly Enterprise Value Added) implementation"
eec1410b000840f1b6f843da424d1f40 DE TRABAJO ffa0a69bb673b7907ea531593f4cb4af,"Coordinar la sustitución de equipos de cómputo para los usuarios:-JEFE DE TURNO (operador)-SUPERVISOR DE TURNO (auxiliar)-KARLA ARAIZA-FRANCISCO MORALES coordinarse con f634488e8d7d139a619fe67da9b019bb para los movimientos de equipo, y de ser necesarios respaldos de los usuarios. ",,COMPUTO Y PERIFERICOS,"Based on the provided text, here's an analysis:

Title: Appears to be a technical work order or task assignment identifier (unique code)

Description: Task involves coordinating computer equipment replacement"
ACTUALIZACION DE DESPLEGADO PXT,"8183e776074fbc4881aa7c6e195d4a4f. Favor de actualizar el desplegado de PXT de 8c0d39874f7284349b7a1ba8e5063e84 y SP7 debido a la entrada en operación del arreglo definitivo de la subestación. Favor de publicar los cambios de PXT el día de hoy después de medio día. Saludos     ""ec97c88ef166501f86503572a354b331""    De: 8107575cd47ffa0d1bfe897554bc14ea: viernes, 24 de febrero de 2023 11:35 a. m.Para: Servicios TIC CC: c0da6f5e2defc45fba1c5f2b2d9aca91 ; 026e1f45ea326de424184c2f092a64eb ; 3897d617b57b2b7e7042b416fd6445c5: ACTUALIZACION DE DESPLEGADO TRONCAL ZONA MAZATLAN, DESPLEGADO PXT Y CREAR DESPLEGADO LCZ          ""ec97c88ef166501f86503572a354b331""  ""ec97c88ef166501f86503572a354b331""",,ADTR SP7 > SCADA,"Based on the text provided, this appears to be an email or message regarding a technical update for a system or network deployment (PXT). Here are the key points:

1. Title: """
